"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"3-mercapto proprionate","mtab_TSQ_cm_PMI_2020_1112_89",5.074,716.66,45142.3650744591,0,0.00951963288180412,0,"N1","neg",0,90542.4470401762
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_52",3.749,37733.94,0.827245707314959,0,1.62808736734303e-07,0,"N3","pos",0,0.547550739000145
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_53",3.738,155197.91,3.40242245659354,0,2.62411101444085e-07,0,"R1","pos",0,0.88252875981733
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_54",3.768,146179.45,3.20470967278163,0,2.78648888172694e-07,0,"R2","pos",0,0.937138925717004
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_55",3.734,55988.74,1.22744788439727,0,1.66755427259167e-07,0,"P3","pos",0,0.560824064233426
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_56",3.744,109470.43,2.39993340995991,0,2.12714930081858e-07,0,"R3","pos",0,0.715392917474467
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_58",3.775,84295.77,1.84802630939968,0,2.65741388592629e-07,0,"P1","pos",0,0.893729026006017
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_59",3.745,45818.24,1.00447878903519,0,1.5051342206986e-07,0,"P2","pos",0,0.506199711003767
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_60",3.786,29333.22,0.643075711858483,0,1.11220552886554e-07,0,"N2","pos",0,0.374051768637096
"5'-deoxy-5'(methylthio)adenosine","mtab_TSQ_cm_PMI_2020_1112_61",3.749,46476.32,1.01890595606492,0,2.14867134826075e-07,0,"N1","pos",0,0.722631111946173
"adenine","mtab_TSQ_cm_PMI_2020_1112_80",0.896,866.11,37746.4587659856,101522.371636609,0.00742881252032147,0.0199804349908022,"N3","neg",147860.837643767,54975.3017118439
"adenine","mtab_TSQ_cm_PMI_2020_1112_81",0.745,1718.88,72122.4239663588,202903.053751968,0.00556242646328453,0.015648854456107,"R1","neg",115805.923600289,41163.5200420671
"adenine","mtab_TSQ_cm_PMI_2020_1112_82",0.837,1310.17,55646.9373321614,154313.986843694,0.00483849047216918,0.0134175714039544,"R2","neg",99293.8015537216,35806.1901292768
"adenine","mtab_TSQ_cm_PMI_2020_1112_83",0.6,576.93,26089.3394763249,67143.5055248557,0.0035443777341474,0.00912180801629191,"P3","neg",67503.94447045,26229.3919495848
"adenine","mtab_TSQ_cm_PMI_2020_1112_84",0.574,1485.35,62708.6088072384,175140.080506661,0.00555809477154832,0.0155233098655549,"R3","neg",114876.858325723,41131.4643051012
"adenine","mtab_TSQ_cm_PMI_2020_1112_86",0.671,862.84,37614.6419734094,101133.621058472,0.00540888792469381,0.0145427523173138,"P1","neg",107620.456725478,40027.291679818
"adenine","mtab_TSQ_cm_PMI_2020_1112_87",0.671,644.21,28801.4599058442,75142.0189490162,0.00431567728294221,0.011259453695501,"P2","neg",83323.1236254052,31937.2255083417
"adenine","mtab_TSQ_cm_PMI_2020_1112_88",0.682,862.08,37584.0056546455,101043.269242147,0.00650018934243461,0.0174755290292314,"N2","neg",129323.829121819,48103.2290567203
"adenine","mtab_TSQ_cm_PMI_2020_1112_89",0.727,837.38,36588.325294819,98106.835211577,0.00771575490101585,0.0206887931739819,"N1","neg",153102.887397187,57098.7560202461
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_80",0.801,22414.63,1942946.66661117,0,0.38238783173601,0,"N3","neg",0,1101284.00361733
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_81",0.81,81197.51,7031551.91225561,0,0.542306931515965,0,"R1","neg",0,1561853.95863131
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_82",0.809,128757.16,11148605.7971795,0,0.969369124586967,0,"R2","neg",0,2791800.94633652
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_83",0.798,1072.11,95407.7364452587,0,0.0129616565045216,0,"P3","neg",0,37329.8096438039
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_84",0.817,51352.4,4447976.84239113,0,0.394240556470589,0,"R3","neg",0,1135420.06932374
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_86",0.61,1098.95,97731.1708328406,0,0.0140534888025155,0,"P1","neg",0,40474.3067868081
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_87",0.817,4913.79,427967.029220422,0,0.0641275682514991,0,"P2","neg",0,184688.57857122
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_88",0.8,16171.67,1402517.90564627,0,0.242566798936418,0,"N2","neg",0,698596.851956736
"adenosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_89",0.82,35371.13,3064540.4685003,0,0.646251036325536,0,"N1","neg",0,1861214.89639288
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_52",0.71,5941.19,8.12214828877761,0,1.5985053663882e-06,0,"N3","pos",0,17.9425902614008
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_53",0.648,10035.79,13.7198397248752,0,1.05813969304838e-06,0,"R1","pos",0,11.8771993831898
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_54",0.658,7619.36,10.4163596494272,0,9.05700463218708e-07,0,"R2","pos",0,10.1661293435706
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_55",0.566,7615.86,10.4115748303909,0,1.41446869667723e-06,0,"P3","pos",0,15.8768514611879
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_56",0.678,5941.19,8.12214828877761,0,7.19895893024246e-07,0,"R3","pos",0,8.08054655993092
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_58",0.658,7935.56,10.8486338720849,0,1.56000540405584e-06,0,"P1","pos",0,17.5104434173963
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_59",0.669,5953.53,8.13901819360871,0,1.21956928705836e-06,0,"P2","pos",0,13.6891827035398
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_60",0.557,7150.68,9.775631367722,0,1.69070469539432e-06,0,"N2","pos",0,18.9774912492347
"alanine (isom. sarcosine)","mtab_TSQ_cm_PMI_2020_1112_61",0.741,5951.5,8.13624299856762,0,1.71577289439217e-06,0,"N1","pos",0,19.2588718643189
"ammp","mtab_TSQ_cm_PMI_2020_1112_52",0.576,12569.91,0.477129415481794,3.28040290332127,9.3902980343652e-08,6.45610183222062e-07,"N3","pos",4.67528556175003,0.680012892632718
"ammp","mtab_TSQ_cm_PMI_2020_1112_53",0.556,34291.07,1.30162254028432,8.94903190126204,1.00387358953192e-07,6.90192163973528e-07,"R1","pos",4.99813284070916,0.726970518887624
"ammp","mtab_TSQ_cm_PMI_2020_1112_54",0.556,38284.73,1.45321413174623,9.99126799196421,1.26356688572184e-07,8.68738825560987e-07,"R2","pos",6.29110598566867,0.915031418438583
"ammp","mtab_TSQ_cm_PMI_2020_1112_55",0.566,36858.72,1.39908555661951,9.61911836287655,1.90073332425661e-07,1.30680920375339e-06,"P3","pos",9.46346008945898,1.37644530686987
"ammp","mtab_TSQ_cm_PMI_2020_1112_56",0.566,53675.86,2.03743158919058,14.0079321953988,1.80585059669836e-07,1.24157458084866e-06,"R3","pos",8.99105352196872,1.30773451857366
"ammp","mtab_TSQ_cm_PMI_2020_1112_58",0.566,23084.86,0.876256533123869,6.02451742031287,1.2600341601811e-07,8.66309974447544e-07,"P1","pos",6.27351708630273,0.912473140836484
"ammp","mtab_TSQ_cm_PMI_2020_1112_59",0.566,21234.41,0.806017038419588,5.54160055356913,1.20775454915948e-07,8.30366227905185e-07,"P2","pos",6.01322491060312,0.874614055441726
"ammp","mtab_TSQ_cm_PMI_2020_1112_60",0.566,15805.27,0.599937408989558,4.12474342264794,1.03759742585068e-07,7.13378278051089e-07,"N2","pos",5.16603865631899,0.751392154283931
"ammp","mtab_TSQ_cm_PMI_2020_1112_61",0.566,23347.76,0.886235707464032,6.0931271337701,1.86889600664208e-07,1.28492012591668e-06,"N1","pos",9.30494696152278,1.35338982304445
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_52",0.567,512.48,0.99980045071311,25.3909421768496,1.96768924791789e-07,4.99714556842386e-06,"N3","pos",17.2155082110582,0.67788240187339
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_53",0.658,750.7,1.46454534489216,37.1936081255093,1.12952745278059e-07,2.86854904098715e-06,"R1","pos",9.88234761080081,0.389129931712058
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_54",0.608,1537.94,3.00037680527966,76.1975991481894,2.60882184739262e-07,6.6253665548562e-06,"R2","pos",22.8248408545706,0.898756966752548
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_55",0.447,685.11,1.33658540194361,33.9439361434231,1.81582348711218e-07,4.61146713144068e-06,"P3","pos",15.8868196211826,0.62556360874778
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_56",0.467,1711.17,3.33833230027855,84.7803202559315,2.95888677117763e-07,7.51439178300337e-06,"R3","pos",25.8875935611788,1.01935672690172
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_58",0.456,861.45,1.68060821547535,42.6807429328893,2.41667101052083e-07,6.13738009868238e-06,"P1","pos",21.1436941422895,0.832559689434261
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_59",0.537,2221.06,4.33307990372475,110.042940273403,6.49278702080091e-07,1.64890883670007e-05,"P2","pos",56.8060370241523,2.23680952933507
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_60",0.447,1457.33,2.84311424999558,72.2037577321813,4.91719299878856e-07,1.2487708223736e-05,"N2","pos",43.0210087977952,1.69400661411395
"argininosuccinicacid","mtab_TSQ_cm_PMI_2020_1112_61",0.557,4610.54,8.99473144323841,228.430289072846,1.89681114555728e-06,4.81714346926902e-05,"N1","pos",165.953886700969,6.5346441091304
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_80",0.44,2197.95,216908.096665518,0,0.0426892915771996,0,"N3","neg",0,320706.87083765
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_81",0.438,4406.8,435578.049733269,0,0.0335938635644351,0,"R1","neg",0,252376.707718692
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_82",0.412,2832.27,279703.997079731,0,0.0243202086184848,0,"R2","neg",0,182707.599868416
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_83",0.419,2408.78,237779.675181612,0,0.0323036536479315,0,"P3","neg",0,242683.897888449
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_84",0.428,3169.74,313112.5803071,0,0.0277523202732894,0,"R3","neg",0,208491.625522421
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_86",0.419,3618.09,357497.97246045,0,0.051407280912332,0,"P1","neg",0,386201.494345519
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_87",0.419,2700.93,266701.705554314,0,0.0399631996345137,0,"P2","neg",0,300226.877278294
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_88",0.438,1248.9,122954.809226828,0,0.0212651506037255,0,"N2","neg",0,159756.221198449
"aspartic acid","mtab_TSQ_cm_PMI_2020_1112_89",0.438,1799.9,177502.263395437,0,0.0374317203014668,0,"N1","neg",0,281208.927214085
"biotin","mtab_TSQ_cm_PMI_2020_1112_52",4.602,6484.71,0.502777369397785,0.469783754247927,9.8950707929251e-08,9.24572939950993e-08,"N3","pos",0.37844252791576,0.40502111223139
"biotin","mtab_TSQ_cm_PMI_2020_1112_53",4.603,6030.55,0.467565097748675,0.436882207404777,3.60608577748105e-08,3.36944464448396e-08,"R1","pos",0.137916771498668,0.147602872476814
"biotin","mtab_TSQ_cm_PMI_2020_1112_54",4.715,5875.5,0.455543645575004,0.425649635540169,3.96094321528451e-08,3.70101537439526e-08,"R2","pos",0.151488493078272,0.162127756345811
"biotin","mtab_TSQ_cm_PMI_2020_1112_55",4.587,9640.53,0.747456757973822,0.698406617464738,1.01546039239688e-07,9.48823126231143e-08,"P3","pos",0.388368517961255,0.415644219392117
"biotin","mtab_TSQ_cm_PMI_2020_1112_56",4.597,7083.65,0.549214831925347,0.513173864487128,4.86789317103891e-08,4.54844881325436e-08,"R3","pos",0.186175302413096,0.19925067213945
"biotin","mtab_TSQ_cm_PMI_2020_1112_58",4.617,8151.03,0.631971733706276,0.590500033831502,9.08758956580827e-08,8.49123728142985e-08,"P1","pos",0.347559955852394,0.371969610978194
"biotin","mtab_TSQ_cm_PMI_2020_1112_59",4.704,6365.86,0.493562602607454,0.461173685456513,7.39565604919425e-08,6.91033303284586e-08,"P2","pos",0.282851010308455,0.302716059481571
"biotin","mtab_TSQ_cm_PMI_2020_1112_60",4.633,6425.78,0.49820836471159,0.465514580046177,8.61656081144658e-08,8.05111871195684e-08,"N2","pos",0.329545197165766,0.352689648866055
"biotin","mtab_TSQ_cm_PMI_2020_1112_61",4.615,5435.98,0.421466453318494,0.393808681100102,8.88789477682495e-08,8.30464700632517e-08,"N1","pos",0.33992251673387,0.363795783096269
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_52",0.448,676.13,6.74717671030922,7.6180970273047,1.32789968810357e-06,1.49930394605554e-06,"N3","pos",3.53276141860401,3.12888710674734
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_53",0.478,3135.42,31.2887060196083,35.327427833925,2.41313473388776e-06,2.72462028667892e-06,"R1","pos",6.41993469999746,5.68599136165825
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_54",0.609,201.17,2.00749787587136,2.26662413882373,1.74551553256636e-07,1.97082531860183e-07,"R2","pos",0.464379198539545,0.411290182037314
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_56",0.408,2969.1,29.6289801821826,33.4534658775241,2.62612555068976e-06,2.9651037922974e-06,"R3","pos",6.98657820993732,6.18785473772328
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_58",0.557,1425.39,14.2241258502176,16.0601649412833,2.04539239280691e-06,2.30941005050392e-06,"P1","pos",5.44158824341169,4.81949197174107
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_59",0.448,1321.22,13.1846017972797,14.8864599328761,1.97561118940409e-06,2.23062154369149e-06,"P2","pos",5.25594143188381,4.65506877804922
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_60",0.588,1455.69,14.5264929309896,16.4015613294443,2.51237069833984e-06,2.8366655521659e-06,"N2","pos",6.68394333686593,5.91981785659717
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_61",0.438,298.69,2.98066083682466,3.36540221715593,6.28562479279489e-07,7.09696834760224e-07,"N1","pos",1.67223570867159,1.48106144976317
"chitobiose","mtab_TSQ_cm_PMI_2020_1112_55",0,0,0,0,0,0,"P3","pos",0,0
"cytidine","mtab_TSQ_cm_PMI_2020_1112_52",0.774,8009.26,3.35235184728384,5.64387086623831,6.59770325211718e-07,1.11076005338998e-06,"N3","pos",4.56689438940046,2.71264832337685
"cytidine","mtab_TSQ_cm_PMI_2020_1112_53",0.754,54071.79,22.6322612941075,38.1026711913905,1.74550829302458e-06,2.9386603347619e-06,"R1","pos",12.0823136862178,7.17666430813494
"cytidine","mtab_TSQ_cm_PMI_2020_1112_54",0.775,26258.03,10.9905478629155,18.5031988625431,9.55626017676659e-07,1.60884957363725e-06,"R2","pos",6.61479143835725,3.92906018286596
"cytidine","mtab_TSQ_cm_PMI_2020_1112_55",0.753,114223.61,47.8093768946105,80.4897462082099,6.49516217543538e-06,1.09349669257223e-05,"P3","pos",44.9591601254926,26.7048851880412
"cytidine","mtab_TSQ_cm_PMI_2020_1112_56",0.774,24456.21,10.2363789877044,17.2335135977114,9.07287940417195e-07,1.5274697309469e-06,"R3","pos",6.28019789058013,3.73031798543374
"cytidine","mtab_TSQ_cm_PMI_2020_1112_58",0.773,123861.13,51.843252430582,87.2810001256491,7.45492519234555e-06,1.25507813677598e-05,"P1","pos",51.6025876480544,30.6509546597547
"cytidine","mtab_TSQ_cm_PMI_2020_1112_59",0.754,113853.64,47.6545224370277,80.229040112468,7.14066372271666e-06,1.2021704697524e-05,"P2","pos",49.4272868083381,29.3588673740509
"cytidine","mtab_TSQ_cm_PMI_2020_1112_60",0.764,6549.03,2.74115871109407,4.61489321349547,4.74085992948788e-07,7.98150148190212e-07,"N2","pos",3.28159751743365,1.9492064507392
"cytidine","mtab_TSQ_cm_PMI_2020_1112_61",0.764,4848.24,2.02927690199536,3.41640057739807,4.27934404647542e-07,7.20451381321495e-07,"N1","pos",2.96213872757789,1.75945401137876
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_80",4.907,506.41,3642.01082330242,2168.13006399238,0.000716777586237469,0.000426705770332716,"N3","neg",1991.53257879546,3345.36351272972
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_81",4.794,346.7,2616.22704528226,1514.39122003809,0.000201775949147615,0.000116797097696478,"R1","neg",545.118536807981,941.734104114697
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_82",4.99,459.22,3338.91936700806,1974.96785720381,0.000290318395209732,0.000171723074405357,"R2","neg",801.470523687842,1354.98177545847
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_83",4.853,372.31,2780.71469511694,1619.22029644952,0.000377775116128671,0.000219979826266712,"P3","neg",1026.69572606512,1763.16212138836
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_84",4.94,346.7,2616.22704528226,1514.39122003809,0.000231885830959276,0.000134226066919233,"R3","neg",626.463487908303,1082.26374945989
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_86",4.839,434.91,3182.78134406855,1875.46005370667,0.000457675699559842,0.000269686289847202,"P1","neg",1258.68706173435,2136.07626043051
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_87",4.919,399.78,2957.14873420161,1731.66288641524,0.000443105997272228,0.000259476366998325,"P2","neg",1211.03503686327,2068.07615640917
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_88",4.751,407.98,3009.81561154032,1765.22783864381,0.000520550458101835,0.000305297825068391,"N2","neg",1424.89417095301,2429.52701438362
"desthiobiotin","mtab_TSQ_cm_PMI_2020_1112_89",4.855,346.7,2616.22704528226,1514.39122003809,0.000551710593041689,0.000319355187314869,"N1","neg",1490.50306783753,2574.95842920605
"folic acid","mtab_TSQ_cm_PMI_2020_1112_52",4.122,606.18,0.679946167017083,0.504587855465524,1.33818979682218e-07,9.93070264292531e-08,"N3","pos",0.224981935725539,0.303169414776208
"folic acid","mtab_TSQ_cm_PMI_2020_1112_53",3.973,716.35,0.803522776638436,0.596294022011165,6.19715216270365e-08,4.5989048419676e-08,"R1","pos",0.104189053963924,0.140397647546526
"folic acid","mtab_TSQ_cm_PMI_2020_1112_54",3.98,987.54,1.10771394268377,0.822034199060383,9.63155137464634e-08,7.14757151181459e-08,"R2","pos",0.161929576615645,0.218204607490855
"folic acid","mtab_TSQ_cm_PMI_2020_1112_55",3.923,606.18,0.679946167017083,0.504587855465524,9.2374360684033e-08,6.85509865612405e-08,"P3","pos",0.155303549073948,0.209275851119241
"folic acid","mtab_TSQ_cm_PMI_2020_1112_56",4.062,606.18,0.679946167017083,0.504587855465524,6.02661310418952e-08,4.47234785557223e-08,"R3","pos",0.101321881639606,0.136534053108054
"folic acid","mtab_TSQ_cm_PMI_2020_1112_58",4.167,606.18,0.679946167017083,0.504587855465524,9.77744946986449e-08,7.25584244641752e-08,"P1","pos",0.164382474998131,0.221509956272417
"folic acid","mtab_TSQ_cm_PMI_2020_1112_59",3.941,606.18,0.679946167017083,0.504587855465524,1.01884704324444e-07,7.56086098482534e-08,"P2","pos",0.171292727340855,0.23082171346725
"folic acid","mtab_TSQ_cm_PMI_2020_1112_60",4.004,606.18,0.679946167017083,0.504587855465524,1.17597332995489e-07,8.72689470770534e-08,"N2","pos",0.197709440591421,0.266418969178725
"folic acid","mtab_TSQ_cm_PMI_2020_1112_61",4.074,606.18,0.679946167017083,0.504587855465524,1.43387212404933e-07,1.06407609187636e-07,"N1","pos",0.241068439482637,0.324846425928711
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_52",4.027,474.55,0.441349802184578,0.325207190867462,8.68612591352472e-08,6.40034411225833e-08,"N3","pos",0.135188072665139,0.183468357416457
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_53",3.863,440.89,0.410044704004127,0.302140129346866,3.16246097572389e-08,2.33024926045628e-08,"R1","pos",0.0492195264543824,0.0667975028667601
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_54",3.97,621.79,0.578288680856282,0.426110165861299,5.02820893050166e-08,3.70501967665836e-08,"R2","pos",0.0782574281146156,0.106205832428643
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_55",3.853,300.35,0.279337083734355,0.205828637186898,3.79494521434003e-08,2.79629324980485e-08,"P3","pos",0.0590633079124039,0.0801568353823088
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_56",3.876,300.35,0.279337083734355,0.205828637186898,2.47586737153745e-08,1.8243349580598e-08,"R3","pos",0.0385336042172144,0.0522952722950627
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_58",4.059,518.74,0.482448206480304,0.355490418692629,6.93748003813574e-08,5.11185998891119e-08,"P1","pos",0.107972710140909,0.146533458054574
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_59",3.901,419.96,0.390578996787347,0.287796885210619,5.85252591063093e-08,4.31241500835508e-08,"P2","pos",0.0910868327212546,0.123617056240092
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_61",3.84,300.35,0.279337083734355,0.205828637186898,5.89066718821378e-08,4.34051928681498e-08,"N1","pos",0.0916804513098805,0.124422676330977
"folynic acid","mtab_TSQ_cm_PMI_2020_1112_60",0,300.35,0.279337083734355,0.205828637186898,4.83116129590191e-08,3.55982575700986e-08,"N2","pos",0.0751906420456628,0.102043792157441
"guanosine","mtab_TSQ_cm_PMI_2020_1112_80",2.167,4.58,1454.10328560336,159.00959759154,0.000286179446948943,3.12943923233342e-05,"N3","neg",110.487192216263,1010.37793725795
"guanosine","mtab_TSQ_cm_PMI_2020_1112_81",2.291,1663.27,203266.534475118,207342.439264283,0.0156768878288384,0.0159912411105813,"R1","neg",56458.2725271194,55348.4247593504
"guanosine","mtab_TSQ_cm_PMI_2020_1112_82",2.179,2092.58,255500.583534298,260966.635581983,0.0222157264771853,0.0226909986488636,"R2","neg",80112.2675076388,78434.2835658286
"guanosine","mtab_TSQ_cm_PMI_2020_1112_83",2.187,40.77,5857.33227037359,4679.42529892063,0.000795750237350955,0.000635725210795435,"P3","neg",2244.47539470214,2809.45571723964
"guanosine","mtab_TSQ_cm_PMI_2020_1112_84",2.253,2002.22,244506.503095949,249679.960733349,0.0216715111739218,0.0221300537630845,"R3","neg",78131.809642298,76512.8907425569
"guanosine","mtab_TSQ_cm_PMI_2020_1112_86",2.331,10133.68,1233859.37296331,1265363.28371565,0.177425776587463,0.181955957216842,"P1","neg",642409.113179078,626414.971711139
"guanosine","mtab_TSQ_cm_PMI_2020_1112_87",2.242,9088.9,1106741.23041818,1134862.04258731,0.165836662510363,0.170050349964157,"P2","neg",600375.476501049,585498.737856104
"guanosine","mtab_TSQ_cm_PMI_2020_1112_88",2.361,8.22,1896.9812492553,613.674232928315,0.00032808470210741,0.000106135539283964,"N2","neg",374.719458000155,1158.32757416823
"guanosine","mtab_TSQ_cm_PMI_2020_1112_89",2.316,200.86,25335.4457871425,24675.9257030592,0.0053427449446353,0.00520366518954728,"N1","neg",18371.9290691544,18862.9605445393
"hmp","mtab_TSQ_cm_PMI_2020_1112_52",0.44,31241.59,1.43717937966527,0,2.82848683522761e-07,0,"N3","pos",0,2.03254299743289
"hmp","mtab_TSQ_cm_PMI_2020_1112_53",0.661,76671.23,3.52703914140008,0,2.72022136503833e-07,0,"R1","pos",0,1.95474372308014
"hmp","mtab_TSQ_cm_PMI_2020_1112_54",0.44,41217.56,1.89609515111478,0,1.64865107817762e-07,0,"R2","pos",0,1.18471621024549
"hmp","mtab_TSQ_cm_PMI_2020_1112_55",0.661,75748.64,3.48459804528796,0,4.73401472481893e-07,0,"P3","pos",0,3.40185019029817
"hmp","mtab_TSQ_cm_PMI_2020_1112_56",0.671,34807.68,1.60122708063153,0,1.41922648806911e-07,0,"R3","pos",0,1.01985231968174
"hmp","mtab_TSQ_cm_PMI_2020_1112_58",0.671,179435.16,8.25439780558348,0,1.18696098843109e-06,0,"P1","pos",0,8.52946959206015
"hmp","mtab_TSQ_cm_PMI_2020_1112_59",0.661,79201.25,3.6434254256494,0,5.45939282000722e-07,0,"P2","pos",0,3.92310492958265
"hmp","mtab_TSQ_cm_PMI_2020_1112_60",0.44,31241.59,1.43717937966527,0,2.48561533666976e-07,0,"N2","pos",0,1.78615646498258
"hmp","mtab_TSQ_cm_PMI_2020_1112_61",0.45,33925.14,1.56062836943502,0,3.29105688579787e-07,0,"N1","pos",0,2.36494458594271
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_80",0.802,3951.89,219984.277486214,146202.889137453,0.043294709180404,0.0287739271136664,"N3","neg",82633.8333582218,124335.054077723
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_81",0.811,14679.37,813734.431980549,542409.817422266,0.0627590933527928,0.0418332407100219,"R1","neg",120137.964762706,180233.460707024
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_82",0.81,5255.53,292138.823698837,194351.307963609,0.0254014143955518,0.01689880875604,"R2","neg",48530.5096236179,72948.5494257827
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_83",0.932,1440.38,80975.9129388955,53443.2044345594,0.0110010153029489,0.00726054808751422,"P3","neg",20851.0613925913,31593.0481690615
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_84",0.808,5098.1,283425.30600204,188536.815023992,0.0251210278999617,0.0167107117469374,"R3","neg",47990.326949075,72143.3270151969
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_86",0.953,1440.38,80975.9129388955,53443.2044345594,0.0116441261888356,0.00768499413944655,"P1","neg",22069.9983901857,33439.9534442882
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_87",0.681,2396.87,133916.220007497,88770.0439938167,0.0200663157490351,0.0133015084486102,"P2","neg",38199.6738996875,57627.0519199193
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_88",0.829,1440.38,80975.9129388955,53443.2044345594,0.0140048607675287,0.00924305277844003,"N2","neg",26544.4782701244,40219.5823426343
"inosine 5'-monophosphate","mtab_TSQ_cm_PMI_2020_1112_89",0.82,3481.33,193939.477337544,128823.305845412,0.0408980039591891,0.0271662899417413,"N1","neg",78016.9723492757,117452.123601244
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_52",1.383,9955.21,69.5622428859764,81.5195312712242,1.36904196522577e-05,1.60437120290639e-05,"N3","pos",26.1895397144367,22.3480568923567
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_53",1.29,79454.24,555.18820207717,650.621373362426,4.28187708829349e-05,5.01790337282308e-05,"R1","pos",81.9115797065472,69.8967856397893
